sample_index,input_i,input_q,expected_i,expected_q
921,-1836,-171,-1471,-111
922,-3342,318,-2569,298
923,-4330,748,-3218,633
924,-4516,1250,-3295,1002
925,-3811,1873,-2776,1463
926,-2364,2550,-1719,1983
927,-555,3104,-350,2398
928,1094,3301,896,2503
929,2051,2938,1596,2197
930,1920,1925,1489,1450
931,560,354,413,265
932,-1858,-1499,-1518,-1137
933,-4879,-3226,-3621,-2231
934,-7864,-4389,-5850,-2761
935,-10152,-4649,-8693,-2740
936,-11220,-3874,-10238,-1962
937,-10820,-2200,-8811,-753
938,-9038,-16,-6332,401
939,-6269,2130,-4247,1637
940,-3109,3674,-2132,2733
941,-196,4194,-53,3111
942,1955,3536,1512,2595
943,3075,1873,2337,1344
944,3202,-332,2422,-329
945,2640,-2443,1952,-1910
946,1857,-3825,1327,-2888
947,1333,-4015,947,-3002
948,1409,-2859,1063,-2179
949,2189,-564,1739,-452
950,3508,2358,2709,1723
951,4986,5211,3672,3555
952,6142,7308,4857,4968
953,6544,8146,5529,5683
954,5938,7536,4572,5063
955,4333,5650,3013,3744
956,2000,2965,1465,2115
957,-598,131,-504,78
958,-2927,-2202,-2259,-1622
959,-4525,-3550,-3314,-2465
960,-5124,-3713,-3665,-2508
961,-4708,-2804,-3369,-1901
962,-3504,-1197,-2601,-806
963,-1911,590,-1462,519
964,-377,2046,-264,1620
965,718,2804,587,2156
966,1154,2725,917,2077
967,915,1913,732,1472
968,164,662,130,519
969,-829,-651,-678,-500
970,-1778,-1685,-1422,-1279
971,-2475,-2232,-1935,-1660
972,-2839,-2270,-2194,-1667
973,-2927,-1954,-2260,-1428
974,-2887,-1557,-2243,-1136
975,-2895,-1377,-2261,-1008
976,-3074,-1639,-2398,-1206
977,-3446,-2428,-2650,-1774
978,-3914,-3660,-2934,-2610
979,-4290,-5112,-3146,-3534
980,-4359,-6479,-3213,-4403
981,-3951,-7458,-2979,-5064
982,-2999,-7825,-2284,-5318
983,-1572,-7487,-1206,-5094
984,137,-6493,38,-4491
985,1861,-5014,1297,-3583
986,3328,-3286,2405,-2430
987,4329,-1549,3166,-1194
988,4767,9,3493,-62
989,4672,1281,3433,869
990,4183,2253,3096,1590
991,3499,2974,2622,2138
992,2823,3524,2147,2560
993,2316,3970,1785,2893
994,2071,4333,1608,3148
995,2110,4576,1633,3301
996,2405,4611,1840,3300
997,2908,4328,2197,3075
998,3573,3631,2673,2557
999,4368,2477,3239,1701
1000,5263,898,3838,522
1001,6209,-989,4392,-863
1002,7118,-2996,4879,-2330
1003,7853,-4900,5356,-3907
1004,8242,-6480,5765,-5574
1005,8114,-7566,5771,-6824
1006,7349,-8075,5069,-7003
1007,5930,-8028,3836,-6250
1008,3973,-7549,2444,-5356
1009,1723,-6831,984,-4728
1010,-487,-6098,-502,-4261
1011,-2304,-5550,-1761,-3887
1012,-3441,-5309,-2537,-3689
1013,-3747,-5394,-2726,-3729
1014,-3246,-5712,-2360,-3959
1015,-2131,-6079,-1576,-4242
1016,-710,-6270,-580,-4402
1017,676,-6083,396,-4297
1018,1743,-5399,1168,-3854
1019,2339,-4226,1641,-3085
1020,2473,-2710,1810,-2054
1021,2299,-1109,1753,-890
1022,2053,267,1612,161
1023,1974,1138,1572,833
